10013,北京邮电大学,北京,11,北京,2025,物理类,本科批,,650,,,,,,,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,school_type
10013,北京邮电大学,北京,11,北京,2025,不限,本科批,,645,,381,648,266,675,495,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,12,天津,2025,物理类,本科批,,660,,1572,665,1100,697,2043,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,12,天津,2025,不限,本科批,,655,,2175,660,1522,695,2827,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,13,河北,2025,物理类,一批,,645,,1062,657,743,661,1380,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,14,山西,2025,物理类,一批,,640,,1914,646,1339,669,2488,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,15,内蒙古,2025,物理类,一批,,635,,602,641,421,659,782,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,21,辽宁,2025,物理类,一批,,655,,1158,668,810,677,1505,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,22,吉林,2025,物理类,一批,,630,,701,633,490,654,911,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,23,黑龙江,2025,物理类,一批,,635,,861,639,602,664,1119,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,31,上海,2025,综合,本科批,,560,,1864,568,1304,598,2423,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,32,江苏,2025,物理类,一批,,650,,2298,654,1608,671,2987,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,33,浙江,2025,综合,本科批,,660,,2915,669,2040,694,3789,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,34,安徽,2025,物理类,一批,,655,,1580,668,1106,677,2054,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,35,福建,2025,物理类,一批,,645,,1562,653,1093,678,2030,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,36,江西,2025,物理类,一批,,640,,1878,655,1314,655,2441,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,37,山东,2025,综合,一批,,650,,1679,665,1175,681,2182,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,41,河南,2025,物理类,一批,,660,,2757,673,1929,676,3584,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,42,湖北,2025,物理类,一批,,645,,2539,655,1777,670,3300,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,43,湖南,2025,物理类,一批,,640,,751,645,525,665,976,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,44,广东,2025,物理类,一批,,655,,4011,665,2807,690,5214,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,45,广西,2025,物理类,一批,,630,,2064,634,1444,651,2683,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,46,海南,2025,综合,一批,,750,,272,763,190,777,353,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,50,重庆,2025,物理类,一批,,650,,2324,654,1626,670,3021,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,51,四川,2025,物理类,一批,,660,,3136,668,2195,687,4076,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,52,贵州,2025,物理类,一批,,640,,1421,653,994,679,1847,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,53,云南,2025,物理类,一批,,645,,351,658,245,664,456,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,61,陕西,2025,物理类,一批,,640,,2175,654,1522,658,2827,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,62,甘肃,2025,物理类,一批,,620,,629,624,440,638,817,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,63,青海,2025,理科,一批,,580,,515,589,360,615,669,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,64,宁夏,2025,物理类,一批,,600,,151,614,105,630,196,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10013,北京邮电大学,北京,65,新疆,2025,理科,一批,,610,,664,620,464,639,863,,,北京邮电大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,11,北京,2025,不限,本科批,,640,,1353,650,947,676,1758,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,11,北京,2025,物理类,本科批,,645,,770,657,539,665,1001,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,12,天津,2025,综合,本科批,,650,,3145,659,2201,680,4088,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,31,上海,2025,综合,本科批,,560,,1930,569,1351,579,2509,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,32,江苏,2025,历史类,一批,,630,,4069,640,2848,662,5289,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,32,江苏,2025,物理类,一批,,640,,5735,654,4014,657,7455,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,33,浙江,2025,综合,本科批,,650,,2229,654,1560,665,2897,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,34,安徽,2025,历史类,一批,,620,,1658,625,1160,645,2155,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,34,安徽,2025,物理类,一批,,635,,4062,642,2843,654,5280,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,35,福建,2025,历史类,一批,,615,,3967,620,2776,654,5157,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,35,福建,2025,物理类,一批,,630,,2220,645,1554,660,2886,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,36,江西,2025,历史类,一批,,610,,2353,616,1647,630,3058,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,36,江西,2025,物理类,一批,,625,,1844,640,1290,643,2397,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,37,山东,2025,综合,一批,,635,,4412,647,3088,654,5735,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,41,河南,2025,文科,一批,,625,,1637,631,1145,653,2128,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,41,河南,2025,理科,一批,,640,,7851,647,5495,680,10206,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,42,湖北,2025,历史类,一批,,620,,5794,634,4055,649,7532,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,42,湖北,2025,物理类,一批,,635,,5908,647,4135,650,7680,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,43,湖南,2025,历史类,一批,,615,,5462,623,3823,644,7100,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,43,湖南,2025,物理类,一批,,630,,5413,641,3789,663,7036,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,44,广东,2025,历史类,一批,,630,,1981,634,1386,666,2575,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,44,广东,2025,物理类,一批,,645,,3029,659,2120,674,3937,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,46,海南,2025,综合,一批,,740,,259,746,181,765,336,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,50,重庆,2025,历史类,一批,,625,,2562,638,1793,654,3330,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,50,重庆,2025,物理类,一批,,640,,3329,643,2330,660,4327,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,51,四川,2025,文科,一批,,620,,6338,633,4436,659,8239,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,51,四川,2025,理科,一批,,645,,6099,649,4269,666,7928,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,61,陕西,2025,文科,一批,,615,,3302,620,2311,635,4292,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10034,中央财经大学,北京,61,陕西,2025,理科,一批,,630,,2994,642,2095,665,3892,,,中央财经大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,11,北京,2025,不限,本科批,,635,,1649,639,1154,660,2143,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,11,北京,2025,物理类,本科批,,640,,431,650,301,665,560,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,12,天津,2025,综合,本科批,,645,,1355,649,948,671,1761,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,31,上海,2025,综合,本科批,,555,,4825,568,3377,580,6272,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,32,江苏,2025,历史类,一批,,625,,7864,631,5504,641,10223,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,32,江苏,2025,物理类,一批,,635,,3077,643,2153,672,4000,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,33,浙江,2025,综合,本科批,,645,,3197,656,2237,660,4156,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,34,安徽,2025,历史类,一批,,615,,1553,619,1087,634,2018,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,34,安徽,2025,物理类,一批,,630,,5122,640,3585,662,6658,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,37,山东,2025,综合,一批,,630,,6675,642,4672,655,8677,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,41,河南,2025,文科,一批,,620,,10747,635,7522,654,13971,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,41,河南,2025,理科,一批,,635,,3299,638,2309,657,4288,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,42,湖北,2025,历史类,一批,,615,,3725,624,2607,636,4842,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,42,湖北,2025,物理类,一批,,630,,6523,639,4566,666,8479,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,44,广东,2025,历史类,一批,,625,,5412,631,3788,650,7035,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,44,广东,2025,物理类,一批,,640,,1719,651,1203,664,2234,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,46,海南,2025,综合,一批,,735,,626,746,438,772,813,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,50,重庆,2025,历史类,一批,,620,,3062,634,2143,644,3980,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,50,重庆,2025,物理类,一批,,635,,673,640,471,663,874,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,51,四川,2025,文科,一批,,615,,5255,624,3678,631,6831,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10036,对外经济贸易大学,北京,51,四川,2025,理科,一批,,640,,4975,652,3482,673,6467,,,对外经济贸易大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10247,同济大学,上海,11,北京,2025,物化,本科批,,670,,276,676,193,695,358,,,同济大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
10247,同济大学,上海,11,北京,2025,不限,本科批,,665,,401,673,280,689,521,,,同济大学本科招生网/高考 100,2026-03-06T12:30:19.404268,TRUE,2025年,211 高校
